BESSEMER (HENRY),12,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1196090.035,1846031.046,41.732395,-87.557219
BESSEMER (HENRY),12,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1195928.47,1846364.713,41.733315,-87.5578
BESSEMER (HENRY),12,GARDEN,OUTDOOR,1195582.341,1846363.523,41.73332,-87.559068
BESSEMER (HENRY),12,GYMNASIUM,INDOOR,1196227.713,1846281.271,41.733078,-87.556707
BESSEMER (HENRY),12,HANDBALL/RACQUET (OUT),OUTDOOR,1195778.287,1846380.835,41.733363,-87.55835
BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,1196235.64,1845723.505,41.731547,-87.556696
BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,1196221.751,1845963.089,41.732205,-87.556739
BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,1195990.848,1846140.172,41.732697,-87.557579
BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,1195785.987,1846122.811,41.732654,-87.55833
BESSEMER (HENRY),12,POOL (OUTDOOR),OUTDOOR,1196404.036,1846305.764,41.733141,-87.55606
BESSEMER (HENRY),12,PLAYGROUND,OUTDOOR,1196378.988,1846019.501,41.732356,-87.556161
BESSEMER (HENRY),12,SPRAY FEATURE,OUTDOOR,1196434.451,1845890.683,41.732001,-87.555962
BESSEMER (HENRY),12,BASEBALL SR,OUTDOOR,1196031.894,1845806.593,41.73178,-87.55744
BESSEMER (HENRY),12,BASEBALL SR,OUTDOOR,1195919.178,1845928.255,41.732117,-87.557848
BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,1196378.988,1845570.426,41.731124,-87.556176
BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,1196472.023,1845572.215,41.731126,-87.555835
BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,1196425.505,1845572.215,41.731128,-87.556005
BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,1196330.681,1845570.426,41.731125,-87.556353
BESSEMER (HENRY),12,TRACK,OUTDOOR,1195940.647,1846423.848,41.733477,-87.557753
BEVERLY,254,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1161415.017,1836882.102,41.708077,-87.684501
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161561.629,1836688.072,41.707541,-87.68397
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161545.141,1837037.621,41.708501,-87.684021
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161477.54,1837194.258,41.708932,-87.684264
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161271.438,1837037.621,41.708506,-87.685023
BEVERLY,254,PLAYGROUND,OUTDOOR,1161266.492,1837436.633,41.709601,-87.68503
BEVERLY,254,VOLLEYBALL (SAND),OUTDOOR,1161480.55,1837355.65,41.709375,-87.684248
BEVERLY,254,SPRAY FEATURE,OUTDOOR,1161238.462,1837497.639,41.709769,-87.685131
BEVERLY,254,TENNIS COURT,OUTDOOR,1161606.147,1836378.095,41.70669,-87.683815
BEVERLY,254,TENNIS COURT,OUTDOOR,1161652.314,1836379.744,41.706693,-87.683646
BEVERLY,254,TENNIS COURT,OUTDOOR,1161650.665,1836500.107,41.707023,-87.683649
BEVERLY,254,TENNIS COURT,OUTDOOR,1161601.201,1836498.459,41.70702,-87.68383
